Name,UID,Club,Based,Nat,DoB,Height,Weight,Best Pos,Transfer Value,Wage,Preferred Foot,Right Foot,Left Foot,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat.1,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
Vitinha,83174762,PSG,France (Ligue 1),POR,13/2/1998 (25 years old),172 cm,66 kg,"DM, M (C)",€100M - €155M,"€115,000 p/w",Right,Very Strong,Reasonable,12,11,15,9,16,10,6,13,8,13,16,10,13,16,13,15,15,15,14,15,14,13,12,15,14,16,16,15,13,16,15,7,14,13,15,11,3,1,2,1,2,2,3,3,1,2,1
Gonçalo Ramos,83209468,PSG,France (Ligue 1),POR,20/6/1999 (24 years old),185 cm,80 kg,ST (C),€93M - €144M,"€105,000 p/w",Right,Very Strong,Fairly Strong,10,10,13,15,14,8,15,12,4,7,13,11,8,14,14,14,15,13,15,15,16,13,10,15,8,16,13,15,13,14,14,13,15,14,16,13,3,3,2,2,2,3,2,3,1,3,1
Bradley Barcola,49056282,PSG,France (Ligue 1),FRA,2/9/2000 (22 years old),186 cm,63 kg,"M/AM (RL), ST (RL)",€80M - €123M,"€115,000 p/w",Right,Very Strong,Reasonable,9,12,14,12,14,7,11,8,5,5,13,8,5,14,11,12,11,12,11,11,13,14,7,15,9,14,12,14,17,15,12,13,15,16,12,10,3,3,3,2,1,1,2,4,3,3,3
Illia Zabarnyi,71113679,PSG,France (Ligue 1),UKR,1/9/2000 (22 years old),186 cm,81 kg,D (C),€62M - €80M,"€25,000 p/w",Right,Very Strong,Weak,3,3,9,5,11,4,13,5,5,13,12,6,15,11,10,15,13,16,15,14,14,6,9,8,14,16,10,13,13,12,15,15,15,14,15,14,1,3,2,2,3,1,3,2,1,1,1
Désiré Doué,2000115202,PSG,France (Ligue 1),FRA,3/6/2003 (20 years old),181 cm,79 kg,"M (C), AM (RLC), ST (RL)",€46M - €72M,"€11,750 p/w",Right,Very Strong,Reasonable,11,10,15,10,15,10,8,9,4,10,14,10,9,14,5,12,12,11,12,12,15,15,7,11,10,13,14,14,13,15,12,8,13,13,12,11,3,4,3,2,1,1,1,2,1,1,1
Fabián,67216396,PSG,France (Ligue 1),ESP,3/4/1994 (29 years old),189 cm,73 kg,"DM, M (C)",€42M - €66M,"€53,000 p/w",Left,Reasonable,Very Strong,8,12,14,13,16,9,11,15,9,12,16,11,14,16,11,14,12,14,12,15,13,15,11,14,14,15,15,13,12,12,16,14,15,11,15,12,1,1,3,1,2,3,2,1,1,1,4
Ibrahim Mbaye,2002043702,PSG,France (Ligue 1),FRA,23/1/2006 (17 years old),185 cm,65 kg,"M/AM (RL), ST (RL)",€32M - €49M,"€1,100 p/w",Right,Very Strong,Reasonable,9,12,15,11,15,10,11,11,10,10,15,9,10,15,12,14,10,8,11,13,2,13,4,12,10,11,12,11,15,15,6,11,11,15,9,8,1,1,2,3,1,3,1,3,2,3,3
Willian Pacho,86075795,PSG,France (Ligue 1),ECU,16/10/1999 (23 years old),188 cm,81 kg,D (C),€31M - €40M,"€29,000 p/w",Left,Weak,Very Strong,3,6,10,7,11,4,13,7,8,15,13,8,15,12,12,14,16,13,13,13,16,9,8,8,14,13,12,15,13,12,15,13,13,15,13,15,2,3,1,3,2,3,1,3,2,1,3
Kang-In Lee,67260506,PSG,France (Ligue 1),KOR,19/2/1999 (24 years old),173 cm,68 kg,"M/AM (RL), ST (RL)",€23M - €35M,"€55,000 p/w",Left,Fairly Strong,Very Strong,13,13,16,13,15,12,8,15,7,6,15,13,6,15,13,14,12,12,13,12,16,17,10,13,8,11,15,13,14,15,13,8,12,12,12,10,3,3,2,2,3,4,1,4,3,1,3
Beraldo,2000094252,PSG,France (Ligue 1),BRA,24/11/2001 (21 years old),186 cm,77 kg,D (C),€9.4M - €14.5M,"€36,500 p/w",Left,Reasonable,Very Strong,5,9,10,9,12,7,13,5,7,13,12,7,13,12,10,14,12,13,13,12,13,10,12,11,15,13,12,13,13,13,13,12,13,13,13,13,2,2,3,2,3,2,1,1,3,1,2
Lucas Chevalier,49048357,PSG,France (Ligue 1),FRA,6/11/1999 (23 years old),189 cm,84 kg,GK,€8M - €9.6M,"€21,000 p/w",Right,Very Strong,Weak,5,2,1,2,11,7,1,2,2,3,11,2,1,9,6,15,14,12,11,15,14,1,3,1,11,12,11,11,10,15,12,14,13,10,10,11,13,12,10,8,12,11,15,5,14,13,10
Matvey Safonov,58123738,PSG,France (Ligue 1),RUS,25/2/1997 (26 years old),192 cm,87 kg,GK,€550K - €5.8M,"€19,250 p/w",Right,Very Strong,Reasonable,6,3,3,1,10,8,3,3,3,2,10,5,3,9,13,13,13,15,13,14,12,8,13,3,13,10,12,10,11,13,12,16,12,12,10,15,14,12,12,12,9,13,12,11,17,13,15
Marquinhos,19163495,PSG,France (Ligue 1),BRA,14/5/1992 (31 years old),183 cm,75 kg,DM,Not for Sale,"€275,000 p/w",Right,Very Strong,Reasonable,4,11,10,8,13,4,16,10,7,16,14,8,16,13,14,17,15,16,16,15,16,10,15,8,16,17,13,15,13,13,16,14,15,14,16,14,2,4,2,1,2,1,1,3,3,1,3
Luiz Felipe,19225765,Rayo Vallecano,Spain (LaLiga),ITA,22/3/1995 (28 years old),187 cm,76 kg,D (C),€38M - €41M,"€19,500 p/w",Right,Very Strong,Reasonable,4,4,9,5,12,3,16,3,7,15,12,6,18,13,18,14,20,11,10,11,15,9,11,9,15,17,12,15,13,13,14,13,16,14,14,14,2,4,3,3,3,1,2,2,3,1,1
Isi Palazón,67173045,Rayo Vallecano,Spain (LaLiga),ESP,27/12/1992 (30 years old),169 cm,68 kg,"M/AM (RL), ST (RL)",€8.8M - €9.6M,"€18,500 p/w",Left Only,Weak,Very Strong,11,12,16,12,15,11,7,13,6,5,14,11,9,16,10,13,12,13,12,15,15,15,10,13,9,9,14,15,15,16,16,7,11,13,14,12,1,3,1,3,1,3,2,3,2,2,2
Óscar Valentín,67213714,Rayo Vallecano,Spain (LaLiga),ESP,20/8/1992 (30 years old),177 cm,72 kg,"DM, M (C)",€7.8M - €9.6M,"€17,500 p/w",Right,Very Strong,Reasonable,8,8,10,8,12,8,10,9,10,13,13,8,14,11,15,15,16,13,14,16,16,9,16,11,16,17,11,16,12,13,13,8,16,12,15,11,1,2,1,3,2,2,2,2,1,1,1
Álvaro García,67184140,Rayo Vallecano,Spain (LaLiga),ESP,27/10/1990 (32 years old),168 cm,58 kg,"M/AM (RL), ST (RL)",€6M - €8.2M,"€24,500 p/w",Left,Reasonable,Very Strong,9,11,12,12,12,8,6,9,5,7,10,9,7,13,10,13,12,11,12,12,14,12,8,14,8,13,11,14,18,16,11,5,15,19,12,8,2,3,2,3,2,1,2,2,1,3,2
Fran Pérez,95078306,Rayo Vallecano,Spain (LaLiga),ESP,9/9/2000 (22 years old),176 cm,74 kg,"M/AM (RL), ST (RL)",€5.2M - €6.8M,"€8,000 p/w",Right,Very Strong,Fairly Strong,13,13,15,12,14,8,7,11,11,7,11,8,6,14,12,11,12,11,11,10,14,13,4,14,7,8,12,11,14,14,9,10,12,16,11,10,3,3,1,1,2,2,1,1,1,1,2
Gerard Gumbau,67207185,Rayo Vallecano,Spain (LaLiga),ESP,18/12/1992 (30 years old),187 cm,77 kg,"DM, M (C)",€3.4M - €6.8M,,Left,Reasonable,Very Strong,13,13,8,9,14,12,12,14,10,11,16,12,14,14,12,14,11,14,15,13,12,9,8,13,15,15,16,15,9,9,8,15,13,12,13,13,1,1,3,2,3,3,3,2,2,1,1
Randy Nteka,67277397,Rayo Vallecano,Spain (LaLiga),FRA,6/12/1995 (27 years old),189 cm,75 kg,"M (C), AM (RLC), ST (RL)",€3.3M - €4.7M,"€8,000 p/w",Left,Reasonable,Very Strong,7,8,11,12,11,9,14,11,7,9,13,7,12,12,14,12,14,12,13,14,16,14,10,12,11,11,14,12,12,11,9,14,14,13,14,15,3,2,2,4,1,1,2,2,3,3,2
Unai López,67145056,Rayo Vallecano,Spain (LaLiga),ESP,30/10/1993 (29 years old),170 cm,67 kg,"DM, M (C)",€3.2M - €7.2M,"€12,750 p/w",Right,Very Strong,Fairly Strong,15,13,13,12,15,13,7,12,8,7,15,13,8,15,11,15,11,13,13,13,12,14,12,12,13,15,15,14,12,12,15,8,12,12,12,11,2,3,1,1,3,1,1,1,2,3,1
Abdul Mumin,27128916,Rayo Vallecano,Spain (LaLiga),GHA,6/6/1996 (27 years old),188 cm,80 kg,D (C),€2.9M - €7M,"€12,750 p/w",Right,Very Strong,Weak,5,5,12,6,12,5,13,6,10,15,13,4,13,13,13,13,15,12,13,12,13,15,4,8,14,13,12,12,14,14,13,15,15,16,13,14,1,1,1,3,2,4,3,1,1,2,2
Pathé Ciss,13181623,Rayo Vallecano,Spain (LaLiga),SEN,16/3/1992 (31 years old),183 cm,71 kg,"DM, M (C)",€2.7M - €4.3M,"€12,750 p/w",Right,Very Strong,Weak,7,7,11,7,14,7,12,10,7,13,14,8,15,12,14,15,12,12,11,11,10,12,8,7,15,15,14,14,14,13,12,14,15,14,16,16,3,1,3,3,1,1,3,2,3,1,2
Jorge De Frutos,67231100,Rayo Vallecano,Spain (LaLiga),ESP,20/2/1995 (28 years old),173 cm,71 kg,"M/AM (RL), ST (RL)",€2.2M - €4.9M,"€10,750 p/w",Right,Very Strong,Reasonable,11,14,14,11,12,8,8,11,6,7,11,9,8,13,13,12,13,11,12,11,13,13,8,12,8,14,12,14,15,13,13,8,14,15,14,11,3,1,2,3,3,3,2,2,1,2,1
Pep Chavarría,67277695,Rayo Vallecano,Spain (LaLiga),ESP,10/4/1996 (27 years old),174 cm,72 kg,"M/AM (RL), ST (RL)",€1.9M - €3.2M,"€9,750 p/w",Left Only,Weak,Very Strong,11,14,10,5,13,8,8,7,9,12,12,7,13,13,12,10,13,13,11,13,13,9,10,13,11,14,11,14,15,15,12,11,14,15,14,9,3,1,1,2,3,3,1,2,3,2,2
Augusto Batalla,14059327,Rayo Vallecano,Spain (LaLiga),ARG,30/4/1994 (29 years old),185 cm,87 kg,GK,€1.9M - €3.1M,"€9,750 p/w",Right,Very Strong,Weak,3,1,2,3,12,2,3,2,3,2,9,1,2,9,14,11,16,9,12,11,14,8,14,1,14,15,10,14,10,11,15,16,12,11,13,13,12,13,15,8,14,11,14,12,16,8,12
Sergio Camello,67272502,Rayo Vallecano,Spain (LaLiga),ESP,10/2/1999 (24 years old),177 cm,69 kg,ST (C),€1.8M - €5M,"€9,750 p/w",Right,Very Strong,Fairly Strong,7,8,12,14,14,7,11,9,7,8,14,15,9,14,12,14,15,12,14,12,16,13,8,15,14,16,12,16,12,15,11,9,14,12,16,10,2,1,2,2,2,3,1,1,3,2,3
Iván Balliu,67053461,Rayo Vallecano,Spain (LaLiga),ALB,1/1/1990 (33 years old),172 cm,63 kg,D/WB (RL),€1.6M - €2.2M,"€12,750 p/w",Right,Very Strong,Fairly Strong,8,14,12,7,13,8,9,12,14,11,13,7,14,13,12,13,14,13,13,12,12,6,7,13,13,15,12,15,14,14,10,6,14,14,15,10,2,3,2,1,2,3,2,4,1,3,2
Alemão,19333258,Rayo Vallecano,Spain (LaLiga),BRA,4/1/1996 (27 years old),182 cm,78 kg,ST (C),€1.5M - €3.5M,"€6,000 p/w",Right Only,Very Strong,Weak,9,7,11,13,11,11,13,10,9,7,11,13,9,11,12,13,13,13,12,11,14,13,11,14,6,12,12,13,15,13,11,11,13,14,14,13,2,1,1,1,3,1,2,3,2,1,2
Pedro Díaz,67220203,Rayo Vallecano,Spain (LaLiga),ESP,5/6/1996 (27 years old),180 cm,78 kg,"DM, M (C)",€1.5M - €2.5M,"€7,250 p/w",Right,Very Strong,Reasonable,10,11,11,10,14,13,9,14,7,11,13,12,10,15,13,11,13,10,11,10,12,12,9,9,11,15,14,15,13,13,11,10,13,13,15,14,3,1,3,1,1,3,4,3,3,4,2
Dani Cárdenas,67225564,Rayo Vallecano,Spain (LaLiga),ESP,28/3/1995 (28 years old),186 cm,74 kg,GK,€1.2M - €2.7M,"€8,000 p/w",Right,Very Strong,Weak,3,2,3,2,12,1,8,3,2,1,14,2,2,15,12,13,12,12,13,13,11,7,7,1,12,11,7,12,10,14,10,13,13,11,12,11,13,12,12,8,13,15,14,12,15,13,10
Alfonso Espino,78066692,Rayo Vallecano,Spain (LaLiga),URU,5/1/1990 (33 years old),172 cm,71 kg,D/WB (RL),€1.1M - €2.5M,"€22,000 p/w",Left Only,Weak,Very Strong,7,12,10,6,10,6,8,10,14,12,11,7,14,11,16,14,16,12,12,12,15,9,15,13,12,14,11,19,14,14,14,6,16,15,18,15,3,2,2,3,2,2,1,2,2,2,1
Andrei Raţiu,67217491,Rayo Vallecano,Spain (LaLiga),ROU,20/6/1996 (27 years old),183 cm,79 kg,D/WB (RL),€1.1M - €1.8M,"€6,000 p/w",Right,Very Strong,Weak,5,12,11,7,10,7,8,8,8,11,11,6,11,12,11,9,12,9,11,13,10,12,8,11,11,13,11,13,15,13,13,11,13,16,14,14,2,3,2,2,3,3,2,4,1,3,3
Florian Lejeune,85063747,Rayo Vallecano,Spain (LaLiga),FRA,20/5/1989 (34 years old),190 cm,82 kg,D (C),€1M - €1.7M,"€32,000 p/w",Right,Very Strong,Reasonable,4,10,10,7,12,13,15,14,5,16,14,7,14,13,14,14,15,13,12,13,14,7,11,7,16,15,12,14,10,10,13,14,13,13,13,15,1,2,1,3,2,2,2,2,3,1,2
Oscar Trejo,958318,Rayo Vallecano,Spain (LaLiga),ARG,26/4/1986 (37 years old),180 cm,79 kg,"M (C), AM (RLC), ST (RL)",€550K - €1.2M,"€19,500 p/w",Right,Very Strong,Fairly Strong,13,11,16,9,16,10,7,11,7,8,15,15,7,16,11,12,11,14,14,14,14,15,14,14,10,15,16,13,10,14,15,9,12,10,12,12,2,3,1,1,2,2,2,2,3,3,3
Jozhua Vertrouwd,2000144900,Rayo Vallecano,Spain (LaLiga),NED,21/8/2002 (20 years old),188 cm,74 kg,D/WB (RL),€0,,Left,Weak,Very Strong,10,9,12,9,11,10,10,8,9,9,12,4,12,11,10,10,10,10,11,13,13,5,5,9,11,12,8,13,13,12,6,14,14,13,8,8,3,1,2,3,2,3,1,1,2,2,3
Kylian Mbappé,85139014,Real Madrid,Spain (LaLiga),FRA,20/12/1996 (26 years old),178 cm,73 kg,ST (C),€187M - €236M,"€375,000 p/w",Right,Very Strong,Reasonable,13,12,18,17,18,11,8,15,3,4,15,18,4,17,6,17,12,17,14,15,18,18,13,17,3,10,15,12,20,16,14,8,15,20,14,11,2,1,3,1,3,3,2,2,1,1,2
Jude Bellingham,29232937,Real Madrid,Spain (LaLiga),ENG,29/6/2001 (22 years old),186 cm,75 kg,"M (C), AM (RLC), ST (RL)",€178M - €214M,"€400,000 p/w",Right,Very Strong,Fairly Strong,11,12,17,16,16,11,14,13,6,12,17,13,15,17,17,16,17,17,14,15,20,18,17,17,12,16,16,18,15,15,14,12,16,14,16,13,3,2,1,3,1,1,1,1,4,2,3
Vinícius Júnior,19302146,Real Madrid,Spain (LaLiga),BRA,12/7/1998 (24 years old),176 cm,73 kg,"M/AM (RL), ST (RL)",€161M - €201M,"€400,000 p/w",Right,Very Strong,Fairly Strong,7,13,19,16,14,8,12,12,4,3,15,12,6,15,17,16,17,15,12,16,20,16,13,17,9,13,14,14,19,16,16,8,15,18,16,12,1,2,1,3,3,1,4,2,3,1,1
Eduardo Camavinga,49056243,Real Madrid,Spain (LaLiga),FRA,10/11/2000 (22 years old),182 cm,68 kg,"DM, M (C)",€126M - €160M,"€160,000 p/w",Left,Reasonable,Very Strong,6,12,12,11,15,6,14,12,13,15,15,7,15,15,15,17,15,14,14,14,15,12,12,14,15,16,13,18,16,14,15,11,16,16,19,17,3,3,3,1,1,1,2,4,4,3,1
Rodrygo,19306929,Real Madrid,Spain (LaLiga),BRA,9/1/1999 (24 years old),174 cm,64 kg,"AM (RL), ST (RL)",€108M - €132M,"€230,000 p/w",Right,Very Strong,Reasonable,11,12,17,17,15,14,12,14,8,5,15,12,6,15,11,14,14,15,14,15,14,15,12,17,10,13,13,15,15,17,16,9,12,16,15,13,2,2,2,1,2,3,4,2,3,1,1
Éder Militão,19273276,Real Madrid,Spain (LaLiga),BRA,18/1/1996 (27 years old),186 cm,78 kg,D (C),€98M - €151M,"€180,000 p/w",Right,Very Strong,Weak,9,10,12,8,12,10,15,11,11,15,14,13,16,12,15,16,16,13,13,14,15,10,16,12,16,14,12,16,16,15,15,15,18,16,16,16,2,2,4,4,1,3,2,1,3,1,1
Endrick,2000220941,Real Madrid,Spain (LaLiga),BRA,21/7/2004 (18 years old),173 cm,66 kg,ST (C),€91M - €110M,"€19,500 p/w",Left,Fairly Strong,Very Strong,7,10,14,14,14,11,9,11,4,6,10,11,6,13,12,13,12,13,10,12,13,18,7,12,6,9,11,11,15,13,13,6,18,14,12,15,1,2,2,2,4,3,2,3,3,3,3
Thibaut Courtois,18026122,Real Madrid,Spain (LaLiga),BEL,11/5/1990 (33 years old),200 cm,96 kg,GK,€88M - €136M,"€300,000 p/w",Left,Reasonable,Very Strong,7,3,10,1,10,9,10,3,1,1,13,3,2,12,8,15,15,12,16,16,16,14,13,3,16,14,9,11,12,13,14,18,12,11,8,14,20,16,14,5,16,16,18,6,19,12,15
Antonio Rüdiger,92023410,Real Madrid,Spain (LaLiga),GER,3/3/1991 (32 years old),190 cm,86 kg,D (C),€52M - €81M,"€275,000 p/w",Right,Very Strong,Reasonable,5,10,10,7,10,9,15,8,14,15,12,7,17,11,18,15,18,13,15,16,17,9,18,8,14,13,10,15,17,10,17,15,15,16,17,18,1,3,1,1,2,3,1,2,4,3,1
Federico Valverde,78074594,Real Madrid,Spain (LaLiga),URU,22/7/1996 (26 years old),182 cm,78 kg,M (C),€52M,"€210,000 p/w",Right,Very Strong,Fairly Strong,13,12,12,13,14,14,12,17,10,13,15,11,13,13,12,13,15,11,13,12,15,14,13,14,12,17,13,17,17,15,15,12,17,17,17,14,1,2,3,2,3,4,2,2,1,2,3
Trent Alexander-Arnold,28104124,Real Madrid,Spain (LaLiga),ENG,7/10/1996 (26 years old),180 cm,70 kg,"DM, M (C)",€45M - €70M,"€75,000 p/w",Right,Very Strong,Fairly Strong,14,17,12,8,17,14,11,12,14,10,18,12,12,17,12,14,11,16,12,14,13,13,13,15,10,16,17,13,14,14,14,11,15,14,14,14,1,1,3,1,1,1,3,1,2,2,4
Arda Güler,2000077193,Real Madrid,Spain (LaLiga),TUR,25/2/2003 (20 years old),175 cm,70 kg,"M (C), AM (RLC), ST (RL)",€44M - €53M,"€105,000 p/w",Left,Weak,Very Strong,15,15,14,11,16,14,11,16,8,7,16,14,7,18,14,14,10,13,10,13,16,15,12,11,6,16,16,13,13,14,12,6,14,8,11,6,4,1,1,2,2,4,3,2,3,2,3
Aurélien Tchouameni,48042326,Real Madrid,Spain (LaLiga),FRA,27/1/1998 (25 years old),188 cm,82 kg,"DM, M (C)",€29M - €45M,"€240,000 p/w",Right,Very Strong,Reasonable,8,10,12,6,14,6,14,13,8,15,15,10,16,14,16,16,16,15,14,15,16,13,11,13,15,15,14,16,14,14,15,14,16,14,17,16,2,3,3,1,2,3,1,2,1,2,3
David Alaba,16010162,Real Madrid,Spain (LaLiga),AUT,24/6/1990 (33 years old),180 cm,78 kg,D/WB (RL),€24M - €38M,"€425,000 p/w",Left,Reasonable,Very Strong,12,12,12,10,15,15,13,14,13,14,16,14,13,15,13,14,12,14,14,14,16,12,15,14,15,15,13,14,15,13,14,12,18,15,14,13,1,1,1,2,1,2,2,3,3,1,4
Ferland Mendy,85133751,Real Madrid,Spain (LaLiga),FRA,8/6/1993 (30 years old),180 cm,73 kg,D/WB (RL),€24M - €31M,"€200,000 p/w",Left,Fairly Strong,Very Strong,5,13,13,7,13,5,9,11,13,13,12,7,13,13,14,14,17,14,12,11,15,13,6,13,14,15,11,17,17,15,16,11,15,16,16,15,2,1,3,3,1,3,3,3,3,1,1
Brahim Díaz,28106999,Real Madrid,Spain (LaLiga),MAR,3/8/1997 (25 years old),170 cm,68 kg,"M/AM (RL), ST (RL)",€21M - €27M,"€140,000 p/w",Right,Very Strong,Strong,12,12,16,13,15,9,6,12,7,7,15,12,8,16,9,14,14,13,14,12,17,15,8,15,9,14,15,14,16,16,13,7,13,14,12,6,1,1,2,1,4,2,3,2,2,2,1
Dani Ceballos,67202350,Real Madrid,Spain (LaLiga),ESP,7/8/1994 (28 years old),179 cm,71 kg,"M (C), AM (RLC), ST (RL)",€20M - €31M,"€200,000 p/w",Right,Very Strong,Reasonable,12,13,16,13,16,12,7,13,12,8,17,10,12,16,13,13,15,13,14,14,11,14,10,14,13,14,16,12,14,15,15,8,11,14,13,10,2,2,3,2,2,3,3,1,1,4,1
Andriy Lunin,71099053,Real Madrid,Spain (LaLiga),UKR,11/2/1997 (26 years old),191 cm,83 kg,GK,€16M - €19.5M,"€63,000 p/w",Right,Very Strong,Reasonable,3,2,3,2,12,2,9,1,2,2,11,5,3,10,5,12,12,13,13,14,15,1,8,3,13,13,11,14,13,15,12,15,14,11,14,12,15,15,16,12,13,12,15,14,16,13,12
Dani Carvajal,67139735,Real Madrid,Spain (LaLiga),ESP,11/1/1990 (33 years old),173 cm,74 kg,D/WB (RL),€8.2M - €10.5M,"€200,000 p/w",Right,Very Strong,Reasonable,11,14,13,10,13,8,10,11,13,13,13,9,15,12,17,15,18,13,13,14,16,12,14,17,15,16,12,18,15,14,17,8,14,14,16,13,3,3,3,2,3,3,4,2,2,2,1
Álvaro Fernández,2000032706,Real Madrid,Spain (LaLiga),ESP,23/3/2001 (22 years old),186 cm,70 kg,D/WB (RL),€4.3M - €6.6M,"€8,250 p/w",Left,Reasonable,Very Strong,10,12,13,10,14,7,10,6,6,9,13,5,11,14,13,12,10,12,8,10,16,6,5,14,10,13,10,14,14,12,13,12,15,14,13,12,1,1,2,4,2,3,1,2,3,2,1
Fran García,67245235,Real Madrid,Spain (LaLiga),ESP,14/8/1997 (25 years old),169 cm,63 kg,D/WB (RL),€4.3M,"€100,000 p/w",Left,Weak,Very Strong,11,11,12,8,10,12,5,11,14,11,12,7,11,12,14,12,15,11,13,10,14,11,12,13,12,15,12,16,16,13,17,5,14,16,15,11,3,2,2,3,2,3,1,2,4,2,2
Dean Huijsen,2000109240,Real Madrid,Spain (LaLiga),NED,14/4/2003 (20 years old),195 cm,89 kg,D (C),€65K - €6.6M,"€4,500 p/w",Right,Very Strong,Reasonable,7,7,7,8,12,6,14,8,7,13,12,14,14,12,10,13,13,12,12,11,15,7,8,9,12,12,12,14,12,12,12,15,11,12,13,13,1,3,3,1,3,2,2,2,2,3,4
Bruno Iglesias,2000052096,Real Madrid,Spain (LaLiga),ESP,1/5/2001 (22 years old),181 cm,67 kg,AM (C),€30K - €300K,"€2,800 p/w",Right,Very Strong,Strong,9,8,13,9,12,12,7,9,2,1,11,7,3,13,8,10,9,10,12,10,16,17,8,11,10,9,12,8,11,10,10,11,10,11,10,9,2,1,1,2,3,1,1,1,3,1,2
Toni Kroos,156772,Real Madrid,Spain (LaLiga),GER,4/1/1988 (35 years old),183 cm,76 kg,"DM, M (C)",€16K - €8M,"€475,000 p/w",Right,Very Strong,Strong,19,18,13,13,18,14,7,17,8,8,20,13,9,16,9,16,9,18,14,17,10,11,12,15,13,16,18,10,10,9,12,10,12,10,10,13,2,1,2,2,1,1,2,1,1,3,3
Breel Embolo,98029385,Rennes,France (Ligue 1),SUI,14/2/1995 (28 years old),187 cm,88 kg,ST (C),€40M - €49M,"€55,000 p/w",Right,Very Strong,Reasonable,6,8,14,14,12,7,14,12,6,7,13,12,8,14,16,14,16,12,12,12,15,15,6,15,7,15,14,16,14,13,16,14,14,15,14,17,1,3,2,2,2,1,3,3,2,1,2
Ludovic Blas,85142865,Rennes,France (Ligue 1),FRA,31/12/1995 (27 years old),180 cm,73 kg,AM (C),€18.5M - €23M,"€22,000 p/w",Left,Reasonable,Very Strong,12,12,16,12,16,13,8,14,4,8,16,15,9,16,11,13,12,13,13,13,15,16,11,13,9,13,15,13,13,14,13,10,15,12,14,11,3,2,1,1,1,1,3,3,1,3,2
Quentin Merlin,49048372,Rennes,France (Ligue 1),FRA,16/5/2000 (23 years old),174 cm,64 kg,"M/AM (RL), ST (RL)",€17M - €26M,"€16,500 p/w",Left,Reasonable,Very Strong,15,15,13,11,14,11,8,13,6,12,13,11,12,13,11,12,12,13,12,11,15,12,10,11,11,13,14,13,12,12,14,8,11,12,14,11,1,3,2,2,2,1,2,3,4,3,3
Séko Fofana,85094652,Rennes,France (Ligue 1),CIV,7/5/1993 (30 years old),185 cm,74 kg,M (C),€13.5M - €21M,"€33,000 p/w",Right,Very Strong,Reasonable,6,9,12,12,13,10,11,14,5,10,14,12,12,13,15,13,14,12,12,12,14,11,11,14,12,15,13,18,14,12,14,12,15,14,16,16,1,3,2,3,1,2,1,1,1,1,3
Valentin Rongier,85085142,Rennes,France (Ligue 1),FRA,7/12/1992 (30 years old),172 cm,70 kg,"DM, M (C)",€12.5M - €19.5M,"€37,000 p/w",Right,Very Strong,Reasonable,11,10,13,9,14,11,8,3,7,14,15,10,16,13,13,15,15,14,15,14,16,12,14,14,14,17,15,17,12,13,16,8,15,13,15,13,3,2,2,2,1,3,3,3,2,3,2
Mohamed Kader Meïté,2002075635,Rennes,France (Ligue 1),FRA,10/10/2005 (17 years old),192 cm,76 kg,ST (C),€8M - €10M,€650 p/w,Right Only,Very Strong,Weak,4,8,14,14,14,5,14,9,4,8,8,6,2,14,8,12,9,9,4,14,10,13,9,14,6,4,8,9,8,11,9,11,13,13,12,9,1,3,2,1,2,1,2,3,1,3,1
Lilian Brassier,48044279,Rennes,France (Ligue 1),FRA,2/11/1997 (25 years old),184 cm,78 kg,D (C),€5.4M - €7M,"€16,500 p/w",Left,Weak,Very Strong,10,13,12,7,13,6,14,12,6,14,13,7,14,12,11,12,13,12,12,13,13,10,7,10,12,13,13,12,13,13,12,14,13,14,14,15,2,3,2,2,3,1,3,2,3,2,1
Alidu Seidu,49063222,Rennes,France (Ligue 1),GHA,4/6/1998 (25 years old),173 cm,68 kg,D (RL),€4.6M - €7.2M,"€16,500 p/w",Right,Very Strong,Reasonable,10,11,10,6,11,8,11,9,12,13,10,9,14,11,12,12,15,11,13,12,14,11,10,10,12,12,11,12,14,11,15,11,15,15,14,15,2,2,1,1,2,3,3,1,1,3,3
Glen Kamara,28084932,Rennes,France (Ligue 1),FIN,28/10/1993 (29 years old),181 cm,78 kg,"M (C), AM (RLC), ST (RL)",€850K - €11M,"€9,250 p/w",Right,Very Strong,Weak,5,13,14,6,15,7,9,7,8,12,14,12,11,15,7,14,4,14,8,11,10,14,5,14,12,12,14,11,15,13,15,11,17,15,14,9,1,1,1,2,3,1,1,1,1,1,2
Gauthier Gallon,29114950,Rennes,France (Ligue 1),FRA,23/4/1991 (32 years old),186 cm,79 kg,GK,€475K - €4.8M,"€12,000 p/w",Right Only,Very Strong,Weak,4,1,3,1,10,7,2,1,1,2,11,2,1,10,12,12,15,12,13,11,11,8,10,1,11,13,10,10,9,12,14,12,13,9,13,14,11,13,15,10,13,15,13,8,15,13,12
Jérémy Jacquet,2000094886,Rennes,France (Ligue 1),FRA,13/7/2003 (19 years old),188 cm,78 kg,D (C),€350K - €8.6M,"€1,200 p/w",Right,Very Strong,Weak,6,6,8,7,12,7,13,10,6,12,11,7,12,11,12,12,12,11,10,10,11,10,8,11,11,12,11,12,12,13,12,13,12,11,11,11,1,3,2,1,2,2,3,3,1,1,3
