Club,Name,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Pac,Nat,Sta,Str,Photo,ClubBadge
United,Scott McTominay,5,12,12,15,13,5,14,12,10,13,7,14,12,17,12,16,11,14,11,18,6,14,15,10,18,9,15,13,14,15,17,14,17,19,15,photos/placeholder.png,photos\United.png
United,Mason Mount,15,12,11,14,15,14,8,12,4,14,15,11,14,15,14,15,14,12,14,18,13,11,17,14,18,12,20,14,13,10,9,15,15,19,10,photos/placeholder.png,photos\United.png
United,Marcus Rashford,6,13,15,16,14,13,12,13,3,14,16,3,15,13,14,9,13,13,11,15,18,12,16,4,12,13,8,18,16,16,12,17,17,15,15,photos/placeholder.png,photos\United.png
United,Luke Shaw,15,14,14,8,15,14,13,6,10,15,8,13,14,13,15,13,15,14,15,10,10,13,15,15,15,13,14,15,15,15,13,15,13,15,16,photos/placeholder.png,photos\United.png
United,Raphael Varane,3,4,8,6,13,4,17,2,7,13,10,16,12,11,17,13,12,15,13,14,5,14,4,16,14,6,12,15,14,11,17,15,15,14,15,photos/placeholder.png,photos\United.png
United,Aaron Wan-Bissaka,5,11,13,5,12,4,8,5,10,11,5,20,11,15,12,18,12,12,12,10,12,6,12,12,15,6,14,17,18,15,10,15,15,15,13,photos/placeholder.png,photos\United.png
West Ham,Nayef Aguerd,3,9,10,12,12,4,16,7,11,13,9,16,13,11,14,14,15,14,14,12,5,11,9,15,12,13,12,13,12,13,16,14,12,13,12,photos/placeholder.png,photos\West Ham.png
West Ham,Edson elvarez,5,7,8,11,14,6,14,8,9,14,11,15,13,19,16,16,14,15,14,13,12,14,13,15,16,14,16,12,13,15,15,12,15,16,12,photos/placeholder.png,photos\West Ham.png
West Ham,Michail Antonio,8,11,13,11,12,6,15,9,15,11,10,8,13,13,13,13,11,11,12,14,14,9,13,9,14,11,14,15,14,15,12,15,13,13,15,photos/placeholder.png,photos\West Ham.png
West Ham,Jarrod Bowen,13,14,14,13,15,12,10,14,4,13,13,8,14,8,14,8,15,10,14,17,14,5,16,8,15,13,17,15,15,11,8,15,14,15,8,photos/placeholder.png,photos\West Ham.png
West Ham,Maxwel Cornet,12,11,11,14,11,11,11,10,10,12,10,11,12,8,10,13,12,11,10,14,12,6,10,10,13,11,14,15,13,12,10,15,15,13,12,photos/placeholder.png,photos\West Ham.png
West Ham,Vladimer Coufal,7,13,9,10,11,8,15,10,15,10,12,15,10,14,11,17,11,15,13,17,6,12,11,13,14,9,16,13,13,16,10,13,14,16,14,photos/placeholder.png,photos\West Ham.png
West Ham,Aaron Cresswell,14,14,12,8,13,15,11,14,11,12,13,13,13,8,13,13,15,13,14,13,12,12,13,13,16,12,14,12,13,13,8,13,15,15,10,photos/placeholder.png,photos\West Ham.png
West Ham,Emerson,12,14,14,7,15,10,9,14,10,12,4,13,14,11,14,12,14,12,12,14,14,8,15,12,13,12,14,15,15,15,9,15,13,14,13,photos/placeholder.png,photos\West Ham.png
West Ham,Danny Ings,4,11,12,15,13,10,13,12,3,13,13,11,15,13,13,14,13,14,12,18,14,14,14,10,16,14,15,13,14,15,11,13,13,14,13,photos/placeholder.png,photos\West Ham.png
West Ham,Ben Johnson,6,13,12,10,12,5,11,9,11,10,3,14,12,12,14,14,13,14,13,14,8,14,13,13,15,10,14,13,14,13,12,13,11,14,12,photos/placeholder.png,photos\West Ham.png
West Ham,Mohammed Kudus,10,10,15,14,15,14,9,10,11,14,13,6,16,15,14,14,15,12,12,13,16,6,13,7,14,12,15,15,15,14,8,14,14,14,14,photos/placeholder.png,photos\West Ham.png
West Ham,Lucas Paquete,12,12,15,12,16,12,12,13,6,14,15,12,17,13,13,16,14,12,12,13,17,11,14,10,12,15,14,13,16,14,11,13,13,13,14,photos/placeholder.png,photos\West Ham.png
West Ham,Konstantinos Mavropanos,2,8,12,7,11,2,15,11,16,13,6,16,12,16,14,18,12,12,12,18,12,12,10,13,12,12,17,13,11,15,16,16,13,12,16,photos/placeholder.png,photos\West Ham.png
West Ham,Angelo Ogbonna,2,5,10,4,12,2,15,5,9,11,7,13,12,16,15,15,14,14,14,14,10,13,9,16,13,10,13,11,10,15,15,12,12,15,15,photos/placeholder.png,photos\West Ham.png
West Ham,Kalvin Phillips,13,12,11,9,13,13,11,11,5,15,10,16,13,16,14,15,13,14,13,16,10,10,11,15,15,14,16,13,13,14,11,14,18,17,14,photos/placeholder.png,photos\West Ham.png
West Ham,Tomeš Souček,2,8,10,14,9,2,18,12,2,10,13,15,11,15,14,17,15,15,15,16,5,12,14,15,17,10,18,13,9,15,17,12,18,19,16,photos/placeholder.png,photos\West Ham.png
West Ham,James Ward-Prowse,20,18,10,12,13,20,7,11,6,15,13,13,15,15,13,13,14,13,13,17,11,18,13,12,17,15,19,10,12,13,7,11,20,20,12,photos/placeholder.png,photos\West Ham.png
West Ham,Kurt Zouma,4,9,9,8,11,4,17,6,8,11,7,15,10,15,13,14,11,12,14,16,7,13,8,14,13,8,15,15,11,18,18,15,12,14,20,photos/placeholder.png,photos\West Ham.png
Wolves,Rayan Aet-Nouri,11,14,15,10,14,7,11,9,8,13,8,14,15,11,13,13,14,12,12,15,16,7,14,14,12,13,13,14,13,12,10,15,12,13,11,photos/placeholder.png,photos\Wolves.png
Wolves,Jean-Ricner Bellegarde,9,12,16,9,14,10,8,12,6,15,12,9,15,10,13,11,12,11,12,14,13,7,12,8,13,11,14,15,14,12,7,15,13,14,15,photos/placeholder.png,photos\Wolves.png
Wolves,Hugo Bueno,11,13,13,9,10,11,10,10,3,11,5,10,13,11,12,13,13,11,12,15,14,10,13,11,12,12,13,13,14,14,10,13,13,13,11,photos/placeholder.png,photos\Wolves.png
Wolves,Santiago Bueno,4,7,8,7,12,5,14,9,8,12,8,14,10,14,14,13,12,14,13,13,7,6,6,14,14,9,13,11,11,12,14,13,11,14,13,photos/placeholder.png,photos\Wolves.png
Wolves,Craig Dawson,2,12,9,10,12,2,18,6,4,11,10,15,11,15,14,17,11,13,13,17,7,14,6,15,15,9,12,10,10,11,16,11,18,15,15,photos/placeholder.png,photos\Wolves.png
Wolves,Matt Doherty,7,12,15,12,13,10,13,10,13,13,8,13,13,11,13,13,13,14,14,14,12,12,16,13,14,13,13,13,11,13,13,13,15,14,14,photos/placeholder.png,photos\Wolves.png
Wolves,Tommy Doyle,14,13,11,11,13,13,7,11,5,14,13,12,14,13,13,14,13,11,12,16,11,14,12,12,13,14,14,13,13,13,9,13,13,13,12,photos/placeholder.png,photos\Wolves.png
Wolves,Hwang Hee-Chan,8,10,14,15,10,8,11,10,4,11,12,8,12,16,12,14,13,12,11,15,13,8,14,9,15,12,16,15,14,13,11,14,13,14,12,photos/placeholder.png,photos\Wolves.png
Wolves,Joeo Gomes,10,10,13,10,13,7,10,12,11,13,10,15,13,16,13,16,14,13,12,16,12,8,14,15,16,12,16,13,13,12,11,13,15,13,13,photos/placeholder.png,photos\Wolves.png
Wolves,Max Kilman,4,11,13,6,13,10,16,7,7,14,2,14,15,7,15,12,14,11,12,15,11,6,11,12,12,13,12,14,13,13,15,14,11,13,14,photos/placeholder.png,photos\Wolves.png
Wolves,Mario Lemina,9,9,13,11,12,8,12,12,10,14,9,14,12,14,13,15,12,11,10,15,14,13,12,12,13,13,15,13,13,15,13,13,14,15,16,photos/placeholder.png,photos\Wolves.png
Wolves,Matheus Cunha,12,12,17,15,15,13,11,14,5,14,13,6,16,16,11,15,12,6,8,16,17,11,12,5,9,11,13,15,15,14,12,15,12,13,12,photos/placeholder.png,photos\Wolves.png
Wolves,Pedro Neto,13,14,17,13,13,11,7,13,3,13,10,5,15,11,9,11,11,10,12,15,16,7,13,6,11,11,13,16,15,11,7,16,14,12,7,photos/placeholder.png,photos\Wolves.png
Wolves,Pablo Sarabia,15,15,15,15,17,15,7,13,5,15,13,6,17,10,13,11,14,13,14,9,15,8,15,8,15,16,14,14,16,15,6,14,12,13,10,photos/placeholder.png,photos\Wolves.png
Wolves,Nelson Semedo,8,12,14,9,15,8,7,10,11,12,8,14,15,13,14,13,9,10,11,15,14,6,15,12,14,12,15,16,16,14,8,16,15,15,13,photos/placeholder.png,photos\Wolves.png
Wolves,Toti,10,12,10,6,9,10,14,4,10,11,5,14,11,13,12,13,12,9,12,12,8,8,10,14,14,10,12,13,11,13,14,13,14,14,15,photos/placeholder.png,photos\Wolves.png
Wolves,Boubacar Traore,8,6,12,8,13,8,11,13,9,13,12,11,12,13,14,14,13,12,13,5,10,9,14,10,12,13,15,12,14,13,13,10,13,12,12,photos/placeholder.png,photos\Wolves.png
